article_id,nuts_code,nuts2,date,year,trade_protectionism_score,trade_protectionism_confidence,trade_pos_prob,trade_neg_prob,china_threat_score,china_threat_confidence,china_pos_prob,china_neg_prob,industrial_intervention_score,industrial_intervention_confidence,industrial_pos_prob,industrial_neg_prob,econ_nationalism_composite,composite_confidence
0b499027-9830-42d3-8ac2-dbd3a57dfbe3,FR101,FR10,,,0.0819,0.1099,0.5316,0.4684,-0.1605,0.2051,0.4438,0.5562,0.3784,0.4826,0.6301,0.3699,0.0999,0.2659
6264e8cd-90bf-4f25-8525-d61590eca52d,FRI12,FRI1,,,-0.2018,0.2018,0.3991,0.6009,-0.4606,0.4606,0.2697,0.7303,-0.3464,0.3464,0.3268,0.6732,-0.3363,0.3363
7015c0cd-61f7-4782-9f54-a56deb89905a,FRI12,FRI1,,,0.1372,0.1635,0.553,0.447,-0.1043,0.1065,0.4479,0.5521,0.5043,0.5728,0.6672,0.3328,0.1791,0.2809
fc21b29e-60d4-42af-879f-6ef978e8d023,FRJ13,FRJ1,,,0.219,0.2902,0.5717,0.4283,-0.6528,0.8797,0.2711,0.7289,-0.3328,0.4313,0.3656,0.6344,-0.2555,0.5337
c221ef6a-db70-4c3a-9da9-79d575b5c5a6,FR101,FR10,,,0.4515,0.5004,0.7238,0.2762,-0.383,0.4157,0.3101,0.6899,0.8962,0.9776,0.9448,0.0552,0.3216,0.6312
738b2e6b-8129-4238-9a80-d197751149e4,FR101,FR10,,,0.225,0.2712,0.5931,0.4069,-0.3721,0.3966,0.3149,0.6851,0.276,0.3247,0.6299,0.3701,0.043,0.3308
ff0ca92d-4078-46bf-b575-64e27a1f244b,FRI12,FRI1,,,0.2919,0.3475,0.6062,0.3938,-0.3342,0.4097,0.366,0.634,0.758,0.8694,0.8723,0.1277,0.2386,0.5422
513fa7f9-65da-4b74-b9c0-0b5194913f2d,FRJ13,FRJ1,,,-0.0463,0.2677,0.4753,0.5247,-0.4943,0.5493,0.2569,0.7431,-0.5722,0.8249,0.4067,0.5933,-0.3709,0.5473
78394d7d-489c-4f9b-88ad-7c69d40bc6a9,FR101,FR10,,,0.4142,0.5202,0.6554,0.3446,-0.4382,0.5505,0.3574,0.6426,0.3879,0.4923,0.6544,0.3456,0.1213,0.521
a03256f1-2b1f-4941-9afe-8a4ad6de66b8,FRL04,FRL0,,,0.4677,0.563,0.6084,0.3916,-0.3476,0.3937,0.4312,0.5688,0.6818,0.8258,0.824,0.176,0.2673,0.5942
a9f40fe1-2560-4fe1-886a-79dcdb9d42a0,FRK26,FRK2,,,0.3901,0.3901,0.695,0.305,-0.6695,0.6695,0.1653,0.8347,0.5347,0.5347,0.7673,0.2327,0.0851,0.5314
15f3c966-16f2-45b4-9297-a33b34a2d641,FRH01,FRH0,,,0.2418,0.4542,0.5449,0.4551,-0.0746,0.2204,0.4754,0.5246,0.8262,0.8637,0.9118,0.0882,0.3311,0.5128
75a3855c-1187-4f9a-b03e-49cbab46b93d,FRB05,FRB0,,,0.7624,0.7624,0.8812,0.1188,-0.2163,0.2163,0.3918,0.6082,0.9339,0.9339,0.9669,0.0331,0.4933,0.6375
2cf87924-62e2-455b-aa70-653d1d3f2985,FR101,FR10,,,0.2575,0.2909,0.5644,0.4356,-0.15,0.1677,0.4264,0.5736,0.4658,0.8467,0.6165,0.3835,0.1911,0.4351
c6373ac5-3ab6-44fc-8c98-fc37062be134,FRL04,FRL0,,,0.0846,0.0937,0.5211,0.4789,-0.3539,0.4141,0.3722,0.6278,0.5452,0.5545,0.7725,0.2275,0.092,0.3541
f9078f3c-5c40-406e-8bad-8d189fc6c416,FR101,FR10,,,0.4904,0.4904,0.7452,0.2548,-0.4613,0.4613,0.2693,0.7307,0.8678,0.8678,0.9339,0.0661,0.299,0.6065
72b88166-c9b5-4a8d-98bf-53028678f562,FR101,FR10,,,0.166,0.166,0.583,0.417,-0.0131,0.0131,0.4935,0.5065,-0.4376,0.4376,0.2812,0.7188,-0.0949,0.2056
6575c58a-39d1-4bf0-aa63-f2327d02c857,FR101,FR10,,,0.3407,0.4579,0.635,0.365,-0.3083,0.3997,0.3577,0.6423,0.7718,0.8843,0.8717,0.1283,0.2681,0.5806
8e55f908-9970-49b5-8538-e46a7859e0fd,FR101,FR10,,,0.5173,0.6238,0.7154,0.2846,-0.3004,0.3605,0.3649,0.6351,0.4398,0.5015,0.6473,0.3527,0.2189,0.4953
bd3d23fb-6baa-4724-a92c-043b64e43247,FR101,FR10,,,0.2,0.2152,0.5993,0.4007,-0.4689,0.6056,0.3828,0.6172,0.8765,0.968,0.932,0.068,0.2025,0.5963
7482cf63-e1a9-4255-ac10-4f0589a38338,FR101,FR10,,,-0.3002,0.3481,0.3946,0.6054,-0.3228,0.4178,0.4193,0.5807,0.7721,0.931,0.8373,0.1627,0.0497,0.5656
962864cb-e7d3-4810-9869-1d5ec675d796,FR101,FR10,,,0.3963,0.3963,0.6982,0.3018,-0.1526,0.1526,0.4237,0.5763,0.9221,0.9221,0.961,0.039,0.3886,0.4903
799cb77d-158e-40bb-87f3-75629822afdd,FR101,FR10,,,0.901,0.901,0.9505,0.0495,-0.9609,0.9609,0.0195,0.9805,0.9401,0.9401,0.9701,0.0299,0.2934,0.934
52b9a869-cb73-410b-bb29-b8ec2caeb982,FR101,FR10,,,0.5294,0.5955,0.7612,0.2388,-0.7408,0.8231,0.2489,0.7511,0.5369,0.9493,0.6981,0.3019,0.1085,0.7893
3c49071a-ad50-4a08-b4b0-b92746ba95a3,FRG01,FRG0,,,0.4811,0.4811,0.7405,0.2595,-0.379,0.379,0.3105,0.6895,-0.1721,0.1721,0.414,0.586,-0.0233,0.3441
0af3baff-f3c8-4da8-910c-845a109c6e09,FR101,FR10,,,0.2109,0.2394,0.6026,0.3974,-0.0734,0.0873,0.4661,0.5339,0.5904,0.7032,0.7274,0.2726,0.2426,0.3433
336271cb-2365-4203-99c8-a1a8cf8f9fb8,FRL04,FRL0,,,0.5736,0.6847,0.7231,0.2769,-0.4466,0.4818,0.2784,0.7216,0.1844,0.2144,0.588,0.412,0.1038,0.4603
dfe09f02-4ed6-4b6e-9289-371e3218db4b,FRJ13,FRJ1,,,-0.1915,0.2153,0.4063,0.5937,-0.8384,0.8796,0.0819,0.9181,0.8678,0.9879,0.9214,0.0786,-0.054,0.6943
35389c63-0385-4404-a4fb-b98a3ce187c1,FRK24,FRK2,,,0.2904,0.292,0.6452,0.3548,-0.1322,0.1437,0.4345,0.5655,0.824,0.9048,0.706,0.294,0.3274,0.4468
eda88c4d-5972-46d0-a662-a55fe9f3b77a,FR102,FR10,,,0.5986,0.7226,0.7906,0.2094,-0.5665,0.6517,0.2219,0.7781,0.4474,0.4923,0.7185,0.2815,0.1598,0.6222
8e2ab023-0b9a-453b-967d-b00094e2ce1e,FR101,FR10,,,0.302,0.362,0.6366,0.3634,-0.47,0.5338,0.2714,0.7286,0.0173,0.133,0.5043,0.4957,-0.0502,0.3429
5f7f97e4-e01f-4a7b-875d-c39bfed2879d,FRL04,FRL0,,,0.4009,0.4009,0.7004,0.2996,-0.6827,0.6827,0.1586,0.8414,0.7647,0.7647,0.8824,0.1176,0.161,0.6161
8f0119b9-db20-4139-9a9c-93cfca76d95e,FR101,FR10,2016-08-31,2016.0,0.3629,0.3629,0.6815,0.3185,-0.4663,0.4663,0.2668,0.7332,0.9372,0.9372,0.9686,0.0314,0.2779,0.5888
07666e09-1dbe-4f47-bcd5-c653ddba6f42,FRE12,FRE1,,,0.7805,0.9324,0.8049,0.1951,-0.3481,0.3481,0.3259,0.6741,0.5067,0.5098,0.7534,0.2466,0.313,0.5968
2c4f4389-cbb9-4f45-8868-1211ef78c1ff,FR101,FR10,,,-0.1438,0.1506,0.464,0.536,-0.7629,0.8412,0.2649,0.7351,-0.4144,0.4667,0.3964,0.6036,-0.4404,0.4862
7dc2feee-0822-47dd-9394-a68ffada89af,FRL04,FRL0,,,0.1251,0.1251,0.5625,0.4375,-0.2616,0.2616,0.3692,0.6308,0.3229,0.3229,0.6615,0.3385,0.0621,0.2365
a95b6add-52bb-473d-9c4a-172390b7471b,FR101,FR10,,,0.3283,0.3962,0.6407,0.3593,-0.4135,0.4386,0.2941,0.7059,0.744,0.7902,0.8703,0.1297,0.2196,0.5417
b32d04d1-4520-43cb-97d8-b2e17df0352b,FRI12,FRI1,,,-0.3188,0.3188,0.3406,0.6594,-0.4856,0.4856,0.2572,0.7428,-0.764,0.764,0.118,0.882,-0.5228,0.5228
7da36cc9-cc32-4d7d-8834-30ad07492e1a,FRK26,FRK2,,,-0.0681,0.0681,0.4659,0.5341,-0.8782,0.8782,0.0609,0.9391,0.88,0.88,0.94,0.06,-0.0221,0.6088
23870f14-0609-4265-a2d3-d6681a4e3918,FR101,FR10,,,0.4818,0.5202,0.6896,0.3104,-0.5017,0.5505,0.3324,0.6676,0.3845,0.4923,0.6595,0.3405,0.1215,0.521
e251da57-03ff-4db0-aef4-e0b395331880,FRK24,FRK2,,,0.4326,0.4798,0.6352,0.3648,-0.688,0.7982,0.2581,0.7419,0.6398,0.7027,0.8159,0.1841,0.1281,0.6602
5df4d7d2-7255-472c-b7e1-d76bcad6ad2c,FR101,FR10,,,0.1905,0.1905,0.5953,0.4047,-0.5174,0.5174,0.2413,0.7587,0.1216,0.1216,0.5608,0.4392,-0.0684,0.2765
6aab51b5-794b-41e5-abfe-566e48ca128b,FRJ23,FRJ2,,,0.0277,0.1308,0.517,0.483,0.3558,0.8699,0.5371,0.4629,-0.157,0.2211,0.4753,0.5247,0.0755,0.4073
90163bb5-cce9-415a-8b27-531563c4a474,FR101,FR10,,,0.4506,0.4973,0.7238,0.2762,-0.1812,0.238,0.4383,0.5617,0.2581,0.3124,0.588,0.412,0.1758,0.3492
75d441d4-e109-4e18-baa7-a131976666e6,FR101,FR10,,,-0.2672,0.3142,0.3742,0.6258,-0.3758,0.3981,0.3941,0.6059,-0.8112,0.9062,0.102,0.898,-0.4847,0.5395
2471545e-a635-4bfc-a064-9932b7177fc0,FRL03,FRL0,,,-0.2082,0.2485,0.4048,0.5952,-0.3354,0.3672,0.3342,0.6658,0.5138,0.6181,0.7284,0.2716,-0.0099,0.4113
06eb563f-6765-4a0c-b1ba-908ca86c28fa,FRC24,FRC2,,,0.512,0.6167,0.7105,0.2895,0.1947,0.4688,0.5487,0.4513,0.7269,0.8773,0.8136,0.1864,0.4779,0.6543
c11aaacb-d653-44fa-8771-35a8e2f2b99e,FRK26,FRK2,,,0.1253,0.1626,0.5578,0.4422,-0.4057,0.5271,0.3352,0.6648,0.6698,0.7382,0.8319,0.1681,0.1298,0.476
0832e22b-7cf5-4385-ac67-d1b47dde240d,FRH01,FRH0,,,0.2798,0.3894,0.5897,0.4103,-0.2891,0.3558,0.3762,0.6238,0.4279,0.4971,0.6645,0.3355,0.1395,0.4141
e5a24028-3aaf-46c5-96c5-c79408ae7ad8,FR101,FR10,,,0.4098,0.4668,0.6794,0.3206,-0.5928,0.7112,0.2237,0.7763,0.9082,0.9889,0.9483,0.0517,0.2417,0.7223
a4bef01b-5ad3-4e94-9cae-57e57bc64bc2,FR101,FR10,,,0.5508,0.6522,0.7072,0.2928,-0.4451,0.5684,0.3887,0.6113,0.6821,0.7014,0.6805,0.3195,0.2626,0.6407
892137db-dc98-40cc-a605-dfcecf567484,FR101,FR10,,,-0.0092,0.049,0.4977,0.5023,-0.5077,0.6128,0.2821,0.7179,0.1627,0.1754,0.5407,0.4593,-0.1181,0.2791
1dbedcd5-6abf-4ef7-bd4c-07181bc3486c,FR101,FR10,,,0.0624,0.0624,0.5312,0.4688,0.0308,0.0308,0.5154,0.4846,-0.3641,0.3641,0.3179,0.6821,-0.0903,0.1524
7bc9aeba-6921-44b2-a817-0b17c5bbfc42,FRJ23,FRJ2,,,0.6606,0.6606,0.8303,0.1697,-0.7437,0.7437,0.1281,0.8719,0.401,0.401,0.7005,0.2995,0.106,0.6018
a208fc14-3a1c-4e26-8583-c7314bfe051a,FR101,FR10,,,0.0093,0.0093,0.5046,0.4954,-0.8304,0.8304,0.0848,0.9152,0.9942,0.9942,0.9971,0.0029,0.0577,0.6113
6036d79b-3ab6-49f2-baee-4a9736965090,FRL03,FRL0,,,0.2001,0.2545,0.563,0.437,-0.2887,0.3325,0.3824,0.6176,0.4942,0.5435,0.7457,0.2543,0.1352,0.3768
61404398-8d65-4eb8-8f13-8d6149741ede,FR101,FR10,,,0.5326,0.6383,0.7115,0.2885,-0.8005,0.9004,0.2411,0.7589,-0.3513,0.4059,0.3779,0.6221,-0.2064,0.6482
ea656dc7-7540-4327-ab29-f71ce97b8f16,FR101,FR10,,,0.1472,0.1733,0.5585,0.4415,-0.6532,0.7167,0.2602,0.7398,-0.1936,0.4104,0.4716,0.5284,-0.2332,0.4335
2da707ac-18ab-476b-ad58-6f36fed7d04e,FR101,FR10,,,-0.2287,0.2799,0.428,0.572,-0.4006,0.5351,0.3236,0.6764,0.6918,0.7909,0.8194,0.1806,0.0208,0.5353
