article_id,inferred_date
9fc98cfd-9312-4b37-81a1-4ec2587e2d57,2016-08-01
bfef1c44-4cb6-44c6-9467-b33fd0134286,2016-08-01
11bba35a-5947-461b-856b-3a70bb5bbebc,2016-08-01
558c577c-e91c-49c6-ad21-05d167110f99,2016-08-01
55aed600-2c81-4879-bb1f-d9f278b3c7b6,2016-08-01
3a0ae4d3-5b83-4732-ad89-8d9923b8b10f,2016-08-01
9fa5efa9-cd0f-4b29-a6d4-398a09c1a385,2016-08-01
ecf7413b-1214-48a3-8117-a35628b831b3,2016-08-01
49f1dee7-4282-410e-ad6f-7547774ad3d3,2016-08-01
fbb0c430-ba18-48d6-b852-139a1837095d,2016-08-01
0642403e-9e78-4434-955f-4df2189da025,2016-08-01
cb02909c-15dc-42d9-aa9e-987d5b1eb28e,2016-08-01
da950256-3819-4121-8365-e9ea341ac220,2016-08-01
a2d064ba-145c-4656-88d3-df59d5ed1d73,2016-08-01
262d5bed-2ba6-4c72-b14a-02b77df412fb,2016-08-01
d80bcea0-8891-4c8f-b2ae-289adac6a920,2016-08-01
a03f5f6a-3f71-4267-a306-e8c46e5c9076,2016-08-01
df086ed0-6471-4260-a2c1-c942c1425b32,2016-08-01
4d7a35e8-c112-4e87-94ed-87a71559c77e,2016-08-01
34572d1e-47cc-4ae0-8c4a-9a0ad9832976,2016-08-01
42b66469-6079-4812-8bc3-469993335937,2016-08-01
8412b096-0c5e-4ec6-aae8-3775f978d1fa,2016-08-01
25c5bfef-5bd4-4848-b119-18f94dbb5726,2016-08-01
27ec3c02-157a-49e7-b628-e3ee1427ed8b,2016-08-01
ffb53236-d206-4521-96d1-5119649ea69b,2016-08-01
60cd2ba2-aa40-458e-9265-5e261fdcc206,2016-08-01
292e8e5e-9334-470d-a7b7-0f223f6cd626,2016-08-01
39d57b1a-0475-4139-a471-d10eeeda3a4e,2016-08-01
d9a6b3e3-d2b8-4528-b4bc-df69f465782c,2016-08-01
575533a9-a1d2-4094-a884-cedb59e014d6,2016-08-01
a34c0148-4c87-4c24-8698-f0d2bda31394,2016-08-01
6c6e73d5-0d13-4eb2-b18e-4fe6b7cd9230,2016-08-01
84df0f4a-3932-42ee-b158-91db0c9cd565,2016-08-01
90aba585-d159-404d-8fa9-d488a3e5d1e9,2016-08-01
1c7f7c6d-dd27-4bec-831b-97c8fcc03df1,2016-08-01
d824520e-f510-40f5-9247-f04bd0020510,2016-08-01
4fe8625a-d988-4b47-ac74-1afcf41a4e5f,2016-08-01
a946a739-ba9a-4131-b63f-679de00fc917,2016-08-01
806f8328-35de-4ecb-887a-f0287f67cdab,2016-08-01
dcc7ce13-86a6-40c2-9cf4-3624eda1720d,2016-08-01
bb587f2c-2780-46ae-b1b9-80f6b284cead,2016-08-01
6b783dc6-1d96-4594-ab66-b1f762cfc470,2016-08-01
9347d659-b1f6-4de9-ae8a-8704080ac5e5,2016-08-01
24d7fc41-2ea8-47cd-9ef0-50e9b6038869,2016-08-01
f0439d0b-a68c-4354-ab9d-43057e1e6e4d,2016-08-01
6bb5785f-1641-45d4-b2d0-371decec8362,2016-08-01
0fe4ef26-51f3-4eba-a96c-1f2093181373,2016-08-01
d5eb2fda-e44d-40e4-98a4-3a41d6b105f5,2016-08-01
3ed3442a-cbf4-4f68-86e3-ff584b354cf0,2016-08-01
8d9ddfff-9799-4b69-a401-9f4811d19357,2016-08-01
62417f48-f640-4489-aad4-794aa96ddd77,2016-08-01
91f89c1c-72d2-4462-b623-515159f389ab,2016-08-01
64a42752-4e29-4aef-980f-0589985d596d,2016-08-01
9f256c51-0001-4bf3-9ba5-6bf73f5d4324,2016-08-01
6ed03aac-1255-4b12-96b4-a52eada88af5,2016-08-01
32f822a7-0196-4e8e-ae9c-c6673fab3c56,2016-08-01
2893cd9e-f489-4c1f-ae76-7de90a0d5185,2016-08-01
bb051da6-460b-4d41-a9dc-ad309396da98,2016-08-01
ed1eea82-ce8a-4d45-9eec-cc71d94ead2a,2016-08-01
84bec9d8-a7f1-4c0e-b82c-f2aa06ec8a90,2016-08-01
ee035a11-75b9-494e-8e2d-54bd62e449e7,2016-08-01
2274b16e-6250-4bfa-97a3-02a6e787f6a7,2016-08-01
5aa88bf5-9c79-4606-85d9-9a9784154d11,2016-08-01
87faf3ef-dd0f-48d7-8d37-a1e3de62805f,2016-08-01
e9d652c7-a4f0-4910-af6b-e0e1c88dd6ee,2016-08-01
7ef65200-45ea-4054-8996-4e580c2859b2,2016-08-01
c7282d4f-10dc-45bc-83ea-33c1b5e1e129,2016-08-01
a3e2628c-3237-41e7-bea5-47a58d667bb0,2016-08-01
7d20969b-ad1a-4354-9b94-889d399f02db,2016-08-01
c87cb044-935c-4a5f-81e9-87ef51e7a502,2016-08-01
aa6ccf2a-7314-4bec-be37-0af97a305807,2016-08-01
019cc884-1449-4588-89c3-ae9f97643476,2016-08-01
ae1402e4-ffbf-497e-953b-f473287f981d,2016-08-01
1b9f2419-aba4-4379-87ab-585c0cd1ce7e,2016-08-01
5018018d-ffb6-44ac-b54f-49af7c778566,2016-08-01
d4899552-1f97-40f8-bfa2-24cdb0446c83,2016-08-01
9696c81d-39f1-4c36-a595-abfb20cee4e2,2016-08-01
a49c2a42-cc40-4ab9-b00b-94668acb61fb,2016-08-01
7dfab9b1-d3c2-4da0-b27d-679c2d035c14,2016-08-01
edd82ef1-5ac6-403a-a4d0-95ee0105b1f6,2016-08-01
a7ec94a0-43e2-44f7-82b6-5b6f45977b67,2016-08-01
d32811c7-016b-4dbf-be4d-d7328f5cdeb2,2016-08-01
b46fdcec-224d-4768-b638-952f06c9f3a8,2016-08-01
3f093997-930b-44f3-b793-e91149cbac4c,2016-08-01
65c44192-ac5c-4425-9b54-e5835d330733,2016-08-01
1347c3ba-a978-416c-be49-ddd8b01da2fc,2016-08-01
8260cde1-3794-4cdb-8f87-c62989ccb268,2016-08-01
7a070708-f8e1-4d7d-9db2-5fc0e4ea2455,2016-08-01
f6f49428-809e-4f27-97ca-74bca22fadc5,2016-08-01
97560c7b-cbf0-4374-8407-e19a0563b9fe,2016-08-01
a54e28ab-992a-4da8-af4d-a3633cf1a3c1,2016-08-01
17ae1ced-caf0-4b2e-9789-d6310d4fdb02,2016-08-01
ad98815a-48ad-4343-ae26-13bc5500572b,2016-08-01
03b4dbcc-a71b-4ffa-b3f7-2130e3ac0428,2016-08-01
0863a5de-ce45-4763-b5ad-1a2337b201e8,2016-08-01
c163fa02-8781-46d9-8f87-723d78ba3c10,2016-08-01
82ead8f8-a0c5-4822-9390-15634a5f5d48,2016-08-01
fa29c941-a4c5-4660-99a0-751d1b4ca1e3,2016-08-01
581faafc-c712-4742-9047-658d5d2d860b,2016-08-01
7632bba6-91b2-4e33-8f33-6c69f9a5c7f4,2016-08-01
ff348e58-8cb1-42f9-b9da-36f1929adea8,2016-08-01
a37c9947-6cd3-492a-a0ac-b1cc62d711de,2016-08-01
f6ac9d4a-19c8-434a-a890-f8eaeeeff83c,2016-08-01
baf12151-e0a2-44b8-a3da-7d9448e1d6ce,2016-08-01
d3949aef-7790-42b0-ac02-0c2bd7d318a1,2016-08-01
fa49fa57-7d49-4682-a39d-a7ee1f185a4a,2016-08-01
3dcd7773-43c7-4cd6-9f83-09abe7ddb69e,2016-08-01
ed86b86a-7efc-42d4-befc-c176c53d312d,2016-08-01
24d2578e-5b30-4a6d-8318-c5adf3f2bfc1,2016-08-01
04160919-f0df-420e-921f-b88b47a97eef,2016-08-01
0f64058c-09fe-45cf-ad14-606c9ac5d300,2016-08-01
b578ea13-7feb-4894-8041-602af34e54ca,2016-08-01
428ba0ac-7440-4f25-a45c-531f00af7f5b,2016-08-01
8a60907e-e01a-4a4f-a2c2-caf46cfa5d80,2016-08-01
8f7935f3-0c0f-42a4-aafe-b5f9a1819023,2016-08-01
720fa56d-0c48-42d0-bb2c-a617cd96c792,2016-08-01
97543f1e-8d79-480a-ab1f-6e0617294842,2016-08-01
42a31c15-0ef7-4e2b-b9c1-73f9699243c1,2016-08-01
91710660-835b-4307-a7f8-bdc2f24ce92c,2016-08-01
eda8000e-95b6-4b7e-938d-285eaac98e03,2016-08-01
405e3826-026e-4caf-b68f-3d24c3525d3f,2016-08-01
85c1dd77-36a8-499f-8b0c-105a5b20b699,2016-08-01
b950ec2b-ee3f-49eb-ac05-88a087b526a1,2016-08-01
8b4218d7-bec9-4eb2-9747-b55119cd7720,2016-08-01
72d84770-891e-471c-8987-82d0cab52d7d,2016-08-01
eb3e5962-bdfe-4da3-9c9b-b046705fc485,2016-08-01
3b7ee139-cef1-4496-b557-050840e6606f,2016-08-01
9e7de430-aaa7-48c2-a0da-1b0912d84063,2016-08-01
30c0465d-9b04-4730-a8c1-774569d1e24e,2016-08-01
bd66eabc-ec44-4f6c-a017-3bcbed377a20,2016-08-01
fde0eae5-9aeb-4139-b6e2-0f127f62ebad,2016-08-01
3be7416d-4fb6-4143-91d5-90f941a9375c,2016-08-01
cb7cb5f0-5168-4bbd-a989-531ed139afe0,2016-08-01
02755e87-1a6d-462f-81af-5f6b797a5f9f,2016-08-01
78210523-cade-40e0-84fc-cbb39ae0ee4f,2016-08-01
c2efac0e-d27b-4870-8090-465750e66bd3,2016-08-01
1a798c9e-9d9d-4cd9-b800-b6c8ed489b8d,2016-08-01
7ad05e6c-1ed1-45de-98d1-5118e768952f,2016-08-01
c1da2ee3-58c5-4861-871f-85495bc6fee4,2016-08-01
2f04b284-3d62-4012-9cd7-0f174d4adb81,2016-08-01
cecbba0c-0dd7-4054-9c5f-f8ec104d90a9,2016-08-01
846555d2-dd9f-4f97-8062-f5b7c5b9b99c,2016-08-01
4ea4cfae-18ba-403c-a03b-15c4509e63d4,2016-08-01
6c1f713c-6123-4ddb-a6a6-f53cf3fbec44,2016-08-01
be175330-07d4-4c5c-886a-da498704a62d,2016-08-01
db6081b4-6ecc-4b92-9143-bef16207cb93,2016-08-01
88cca685-9fa8-4d55-93c1-c723a79e9136,2016-08-01
ce0f637d-b3db-4f8d-a756-802995fc307d,2016-08-01
3aed08da-ee14-4b37-a8d0-b5a642d3ea76,2016-08-01
4fb9491c-9dd2-4be9-b221-9bb6f9b7f1b2,2016-08-01
96365773-24a3-4be2-97d0-f79d30e65931,2016-08-01
9effb63d-efb1-4e26-9456-d9cb5367bf13,2016-08-01
27ac93b2-f390-4233-b69b-d9fe8785e06d,2016-08-01
9854dcab-80b0-4d87-8c16-ec75f5c96b9e,2016-08-01
0ebb7868-d224-436c-aacf-66e5cb82976f,2016-08-01
37859d43-eccc-491c-bb98-77cfc5957e5c,2016-08-01
b1be95d3-3596-4203-986f-5f7a0102de3d,2016-08-01
a18c3027-7d1f-450b-8b6f-da014f52de6c,2016-08-01
324c727b-347d-4927-812e-73e83943bdd2,2016-08-01
2369718b-4302-4d84-8501-bc683df2524b,2016-08-01
acba61e5-82d1-44ff-8cf0-5e776f2445f2,2016-08-01
85633fc2-f888-426d-b8a3-20ce6d66ec24,2016-08-01
4f7ddaf9-81f7-490f-88e8-431d292bd883,2016-08-01
98f05dbe-67c9-407a-bcd3-c27b28687c84,2016-08-01
ac0a4db9-7f03-4a4b-97b1-07ef36f0bb40,2016-08-01
d5309100-8dd6-4ef6-9dca-8680a7f3d003,2016-08-01
217ee235-2b5d-4516-86a4-750fc54ad9a4,2016-08-01
365ab719-d694-4452-9ced-7ef7ba8b3c3d,2016-08-01
a39f4005-1d99-413a-9862-0b0df287d16d,2016-08-01
d32bb0ff-8f0c-41ed-bca5-f663337b6187,2016-08-01
587b1501-7ba0-454b-b8c1-96fa3d851d4c,2016-08-01
59178107-bdc1-4bb8-8dc4-76bdaffad3c7,2016-08-01
d5e913d5-4e9f-40b0-b403-3a68aee73c82,2016-08-01
88c24384-a81b-46c7-a861-d07c4b1f6e50,2016-08-01
7c86f339-971f-412d-86b4-02d88b7b45b7,2016-08-01
2cdd8e28-4093-4e48-af25-edc93a4ec3fc,2016-08-01
7520c0e8-ca2d-4e12-a742-358f45be6720,2016-08-01
ca1ce6db-32b8-4892-8df5-744308972e12,2016-08-01
73b4f3ad-2a25-4776-870f-b7b20538515b,2016-08-01
55981ee7-cf39-4581-8825-2d3bb34d403a,2016-08-01
2ca52524-fd2f-4d7f-9378-0f26e5ba6921,2016-08-01
860f8d91-035e-49b8-b337-b3f00e0a0399,2016-08-01
6d286a61-7ac5-4572-a533-1186616fec44,2016-08-01
aeb4aae8-4fa0-4c4f-972b-5efb5bd448eb,2016-08-01
621ac636-9d72-4cb5-9177-2b035767588e,2016-08-01
92f60e65-8389-4c8d-bf5d-b1e4a5f556c4,2016-08-01
ea4b1360-18de-4b57-809d-707fa9f45af0,2016-08-01
a836caa3-706d-42f7-958c-e9c17e4205f0,2016-08-01
3ef5120d-690e-4fbd-b71a-6a4eb001b3eb,2016-08-01
3fdd29a0-6646-40ec-9290-fb0d653690e9,2016-08-01
56f78c77-de29-45fc-bf03-fe6d7b5301cf,2016-08-01
edbf001c-a293-40ba-8ca8-01f3f7fa8172,2016-08-01
e9840ce4-0bc9-4fc3-8939-97fc808b9d46,2016-08-01
f7925250-9178-4191-9abb-4866e9132558,2016-08-01
eb3866bb-3593-4a48-80f5-9b7482fe1c4f,2016-08-01
162f5af7-9bab-49ef-adf0-c896252816b5,2016-08-01
d469fdb9-c2c3-4be2-adbc-2b8f39b62c44,2016-08-01
5053ac91-76d6-46ff-a5e7-27ef5544d6b8,2016-08-01
1da8be00-7d3a-463e-a434-c6d294816a9c,2016-08-01
3195d666-8773-4ba8-ae15-4cc775c292da,2016-08-01
eb818e62-6f67-4979-89f2-5e86ec9eb19a,2016-08-01
97c110d9-3658-42b0-b266-ec33dbe2806e,2016-08-01
97f563ad-f3f5-443c-9156-8cc2fa1f83c9,2016-08-01
515232ac-dff5-4ffc-b956-5f14fc684c1c,2016-08-01
91646ba2-109b-481d-b458-21a645e30310,2016-08-01
2944efd9-994e-41ac-b599-765da099ffb5,2016-08-01
6eeee174-8a6b-4e47-8280-9fe8910cff9a,2016-08-01
4168dead-1186-45d3-8bfd-f50c534c267a,2016-08-01
33156bbe-ee2c-4229-92a9-46b5d7271a5b,2016-08-01
e16dbf51-5e3b-486c-9f5f-e34afed953a9,2016-08-01
3e4c4457-65ab-44ef-b72b-99d87a8aa3cd,2016-08-01
c06b28bd-27e6-4c6e-b5aa-6c9e12d09cdd,2016-08-01
94e3fb40-8f92-40bc-9293-af174a6de867,2016-08-01
6e1a5685-6534-4f4a-ab83-1b1235599138,2016-08-01
ce7a1027-5b81-48d6-925a-e780498e8f0f,2016-08-01
8e37e53f-eb2a-4c38-ac08-6e3b9b4c35dd,2016-08-01
9f1dd19f-7a99-46e1-a30d-55514df1dc37,2016-08-01
9843edfa-7f25-4047-8800-089ae774a779,2016-08-01
29460430-125a-40c5-a9a9-ffc05823543c,2016-08-01
0eac5623-f936-44f4-80c7-bb6bcc29a670,2016-08-01
8e298559-9041-4d6b-aefc-755b7a739717,2016-08-01
35d38ae4-bd4d-4662-a47a-41b9f0a9a827,2016-08-01
617c7403-25d7-4df7-a760-1576e47cbc06,2016-08-01
56fb91ef-b842-4464-8f48-4078c788ef11,2016-08-01
a4155606-d821-4d9a-a874-f7d28d021119,2016-08-01
4c7da4a5-32d3-4c10-8196-a2affbe8d03a,2016-08-01
ef8f54a1-9058-4981-b6d7-fd331b67acf5,2016-08-01
204568df-fcd4-4b9d-82bd-faeb72ccd291,2016-08-01
5ab7a467-83cc-461f-a981-355fa80f97b0,2016-08-01
2aec55e0-fe12-4aef-8c02-ed3639f58a02,2016-08-01
1a549a72-a088-4f26-8da3-1539c879a428,2016-08-01
8e5c05be-c6c5-4933-a2ca-04262a2ec1b7,2016-08-01
8fc363e4-0ace-4659-9ae0-e0f7422dc579,2016-08-01
a74c3a1d-0f1b-406c-9120-effafec09f5a,2016-08-01
fe24bc8b-78be-48ce-b43b-ba5f11f28232,2016-08-01
d610c271-3d41-4184-bd7d-4f5bdbf6d0fb,2016-08-01
aa5e339a-39e6-4d87-a7e1-0a3b1394a235,2016-08-01
cc9fd719-c83b-4ff2-9e52-154e9f859e58,2016-08-01
6768e86e-eba5-4259-b412-886007174f16,2016-08-01
d2977cb8-abfb-497e-9799-0d6027859f4b,2016-08-01
b3bf29c0-b4b6-4576-aad6-5cc4dee76221,2016-08-01
d315db4e-d22e-4ae0-aadc-c8083364dab3,2016-08-01
48ba30a7-e984-4a97-a34f-c5b3693c77df,2016-08-01
4c57d413-0ef8-4d15-ab5b-7552b1318cd2,2016-08-01
e6c66cbc-340e-41d1-896c-fe3885713dc2,2016-08-01
66898976-ac7a-47d0-9d5d-948ba7d97ba3,2016-08-01
dd8440c5-9b1c-4405-8668-ae83473832d9,2016-08-01
00d444dc-f535-4b0c-a549-4dfaac263770,2016-08-01
cd1d22f3-a880-4753-86a7-8c4a8c7a340d,2016-08-01
edae03d4-5436-4c9d-b8dd-015af588f8b4,2016-08-01
28d47626-ceaa-47d0-b567-7146a0cdbebb,2016-08-01
0596e948-f491-4b33-b219-c7dba0a2023a,2016-08-01
2075f2a2-187c-4086-8315-b92a6aeb75a1,2016-08-01
e6805eff-86b3-4ce2-a91e-9c571997eaae,2016-08-01
bc2055fb-bfb7-4430-a43b-09ece4661cbc,2016-08-01
8d4ff2f8-cdaa-4bda-86c7-f70d8063c862,2016-08-01
a568cdf2-970d-469b-bb1c-3c75e78556ab,2016-08-01
41707358-d017-40d2-8893-e60cf175e97a,2016-08-01
bb2751a9-c019-44b2-8b70-355039620fa1,2016-08-01
c2a160b2-1e90-4751-bc49-87a46ac3b61d,2016-08-01
591ec5fe-4d81-4b4e-a760-b05608098f14,2016-08-01
84b2fb53-979b-462e-8d67-5adac097ab2d,2016-08-01
6fd72ff9-a2f1-45ff-9dc8-0285447e6103,2016-08-01
f6b99750-b047-4709-a609-91bbc8480b85,2016-08-01
63855c60-a128-41d8-929b-1fa39b753442,2016-08-01
6fc04de6-0868-4d67-aee7-4e39b8539aec,2016-08-01
667e4354-309a-4723-85fd-cdc2468a3d00,2016-08-01
6cd41fbb-2533-4b65-84f9-31cdd17dc888,2016-08-01
3c8b4170-fcd3-4770-bbfb-badb251253a5,2016-08-01
e2715965-beac-4cd4-8a25-1906ab664176,2016-08-01
59d756a1-7dd5-43e8-96b4-5e4cead6c053,2016-08-01
5cf17b06-123d-421d-b595-a5ac768f52c6,2016-08-01
4bf01004-d98a-4bff-b0ed-7eb2c11a1410,2016-08-01
3ccae04f-7469-45e3-a709-6205ebe64276,2016-08-01
9832dc81-3600-4987-9fce-2d0f9b306fad,2016-08-01
7fee3561-184c-453d-ac19-b1b528b63782,2016-08-01
93bf7b2a-cb6f-4319-aca7-77bd3658834c,2016-08-01
bd3e3108-1730-452d-b79c-ba1e7f6ff536,2016-08-01
bfedeb87-846c-4be3-94fe-ee6631d37c2b,2016-08-01
321098c6-5c4c-4100-a939-e0e58d306e45,2016-08-01
aaf5b714-7df1-4f4e-91b9-d95c8638ab0e,2016-08-01
8a1dce04-e844-4c0d-915d-8e7d7364bd6e,2016-08-01
b80a293c-afcf-44be-93b8-c12bdb5b71af,2016-08-01
1b4c2a8f-3346-455b-aba0-f77a5b7af495,2016-08-01
5eb96108-68a1-40e1-b130-347f120847d4,2016-08-01
f3c03cfb-b52e-47e8-9b17-707fc01c9e88,2016-08-01
f6373cc0-0501-48cd-93bc-c40cb8815020,2016-08-01
18e8d7c9-07c7-4c0a-bfdc-53fc012a0f17,2016-08-01
1d925442-208f-44ca-82d8-737f36ec5d7b,2016-08-01
578f61b8-7d61-42bf-8973-d8ebb6938229,2016-08-01
2c00ad8b-d972-426d-b014-d0315ec8b924,2016-08-01
dad8db36-df19-4ddb-9d47-46328eafd8a9,2016-08-01
a069babd-4cfd-4dc2-b748-3614d9fc0c93,2016-08-01
cdf5c2bf-6f81-4b05-84d9-3bf17c990bb5,2016-08-01
c254a4c7-deb4-4bfa-9836-2bf7388b95c3,2016-08-01
611406b1-b752-4c15-a1a0-9be6df239084,2016-08-01
3a6940c5-53af-453b-8245-99330a44b147,2016-08-01
be764573-7821-4937-b35b-15405b552f90,2016-08-01
90b528aa-dbd4-452f-9e46-0d69d27e2bf7,2016-08-01
a4e81443-1f23-4281-bc96-cf5368b304d0,2016-08-01
fbc48731-e1d1-4d0b-a9bd-f0f76551c505,2016-08-01
6e0dc1fb-52fb-4ba7-92a6-0a4018b59ead,2016-08-01
0a95e881-0f1e-4656-902f-cc61ce2bdde6,2016-08-01
b60cdcca-9d39-49c6-b48c-39fbae6fc7d5,2016-08-01
79f45335-b708-4622-864b-71c14ae25cf6,2016-08-01
7ec6d0ca-c64c-4ae5-8beb-b65a614cb216,2016-08-01
00bc7794-1314-4513-ae8d-d95b71b50afd,2016-08-01
0a970d10-1912-41a4-81a3-1a6f75bafae7,2016-08-01
8f9f5be1-0b43-471e-a366-cbc8e74c8d06,2016-08-01
c396293e-7967-47d5-a446-961ddd17fd45,2016-08-01
07b028e6-c57c-4d20-aa30-7c2835f65bf3,2016-08-01
24934a49-241f-4e40-a515-3f04d26e7e87,2016-08-01
65ed927e-7590-47d9-b7b0-4ad67ecc31d8,2016-08-01
97e9e700-dece-4822-a836-eff197a8b253,2016-08-01
46cdc28c-599c-4022-88fe-3f5b3fad4fed,2016-08-01
01ce1dfd-e9c2-4726-a64d-411a0df5a3f8,2016-08-01
2db4482c-9e63-446f-b80e-c12a1bbb7fe5,2016-08-01
146d8b38-99bb-41a1-b7db-98a4784f5c0c,2016-08-01
cc38ed50-29e2-4f39-ba0e-033d1cf322ba,2016-08-01
e7e92e9e-33a6-4b8b-93c6-c14ffc95c006,2016-08-01
fc5538e7-4c0e-4655-91f8-c44dd728adbf,2016-08-01
c2edbb08-7716-4e5d-ae58-5b3ca735b1c0,2016-08-01
24177b33-50fe-4c88-b5c1-e9b1ad84eefb,2016-08-01
7d8e36fb-bd76-40b3-8475-29a7024e9c6b,2016-08-01
69f4676a-1a0b-4ae4-8d08-eecf8f8bb926,2016-08-01
ad738c3c-0f3c-46f8-ae34-9e1a5187b1b5,2016-08-01
60fbd06a-deb1-48fb-94ee-f57ab0086385,2016-08-01
17684e78-508e-45fd-b574-d9a77611cce2,2016-08-01
0fbbed3e-35c2-4615-a55d-c33041c48061,2016-08-01
2981ef81-66b0-4637-84f6-31418e0bda67,2016-08-01
a3d4886a-a9c5-4874-a601-e50bfde90966,2016-08-01
b187492c-7d1f-4e61-9615-14f2c3464903,2016-08-01
b958b4a3-0904-4ac9-bab7-be996739de9f,2016-08-01
870d94b9-eb32-469b-b419-e0d9a2e513ac,2016-08-01
d5326a57-2b89-4fcc-a1b6-a3b81d9e800e,2016-08-01
4b5a741c-3459-4fb1-99f7-5ecbc107cbb8,2016-08-01
f7773c85-3f55-410f-bff5-45777ca5cff5,2016-08-01
b7763b8e-0d07-43da-b631-0f62345310c5,2016-08-01
67e3bba5-48f7-40c5-8dd6-4dae301203ee,2016-08-01
dcad8458-1fe7-4e48-92b6-dd37f95264b7,2016-08-01
793680ee-f0a2-4d4b-b3d4-d07d785645b5,2016-08-01
6576257b-7052-42af-b199-ea44a962cb4f,2016-08-01
75c98008-a134-4465-989b-6f3b4d1b9b6b,2016-08-01
9d4e4489-c58d-4493-b0f1-69067845668c,2016-08-01
e3ca861f-6835-41a7-9f51-864554b7f086,2016-08-01
784a4331-99ad-43da-8b3c-52af4cefe6d7,2016-08-01
2bc2196d-bf32-4fed-92f0-a4ded1ae1381,2016-08-01
edc20c46-7944-4f30-94b9-878bec6775ff,2016-08-01
9212a4a5-a43f-4847-9468-72bfebb00fbd,2016-08-01
9f7a809c-86e8-4d74-a36f-8bcc06a387df,2016-08-01
897f0ae6-fbc9-49cb-9dd2-ecd01a39b6a4,2016-08-01
e4a2eecf-0a19-49fa-856c-4fbca38a9c2d,2016-08-01
2140fe37-b367-4736-8b6f-0554b81b4f51,2016-08-01
a7d461df-83b0-4ea4-b96c-da6e814133d7,2016-08-01
7cede762-95bf-46c7-ad48-b5868ec87cf5,2016-08-01
b48a1a8e-4ecf-4afe-b495-51e926ff21f0,2016-08-01
492ef048-ef5d-48f8-9a32-fec88e070b5c,2016-08-01
c8ecf41c-4983-4e11-8d2d-e5bec94092d6,2016-08-01
e941bf2d-3550-4822-a325-6118251e79a6,2016-08-01
b479ca34-c0d3-4116-9541-26f90f063d93,2016-08-01
6a558739-eb18-4ab2-9361-de57b3ecb188,2016-08-01
c2fed79d-8c2f-4341-9e9d-3bf7a5e0d744,2016-08-01
0a7330e0-e8b6-4280-8fa4-6813302bdb6c,2016-08-01
0044ccb8-9935-48a7-973c-15f642ef70eb,2016-08-01
1ef8155d-6ada-4c06-aa6c-72644fe66d71,2016-08-01
4c2ad34a-b1f1-4ac8-aae7-cc351e9a0f0a,2016-08-01
b0f8c18c-aed5-4f47-acca-983cc9030192,2016-08-01
be51d88b-5bd7-4429-a0e5-f070e9a34927,2016-08-01
0db06100-9b2b-4166-a6ac-e5c1cb04e5c2,2016-08-01
148c247d-2a3f-4c43-87e0-920ae6b31e11,2016-08-01
e54c128e-6e0e-42c1-bc45-ab126c0afc91,2016-08-01
842d70be-bfab-404b-8290-a5e97b3ff13a,2016-08-01
2663f49a-d5ce-4889-bfcd-cf8ca634f1ae,2016-08-01
682b7002-d386-45d0-b8eb-c01e944a734f,2016-08-01
4e49e5d7-9e8e-414b-984d-25a88f1bd89e,2016-08-01
48fbfd2e-26d9-4c76-a8e1-8c17c90cce37,2016-08-01
09caad10-ae4a-4bcb-b716-fb6927f1193b,2016-08-01
