article_id,nuts_code,nuts2,date,year,trade_protectionism_score,trade_protectionism_confidence,trade_pos_prob,trade_neg_prob,china_threat_score,china_threat_confidence,china_pos_prob,china_neg_prob,industrial_intervention_score,industrial_intervention_confidence,industrial_pos_prob,industrial_neg_prob,econ_nationalism_composite_avg,composite_avg_confidence,econ_nationalism_composite_max2,composite_max2_dimensions,composite_max2_top1,composite_max2_top2,composite_max2_dropped
3507c1f3-df79-4cff-81fa-0b6517260b8e,FR101,FR10,,,0.1874,0.2202,0.5884,0.4116,-0.5236,0.6314,0.2818,0.7182,0.7285,0.7505,0.6935,0.3065,0.1308,0.534,0.458,industrial+trade,industrial,trade,china
0868bc69-398b-4752-8509-e7069f332b3b,FRH01,FRH0,,,0.379,0.5016,0.5945,0.4055,-0.4731,0.6056,0.2789,0.7211,0.7173,0.8413,0.8304,0.1696,0.2077,0.6495,0.5482,industrial+trade,industrial,trade,china
cbc86a54-500a-4b89-9cde-c9e3e4e13b02,FR101,FR10,,,0.0761,0.1186,0.519,0.481,-0.8457,0.9104,0.0801,0.9199,0.2069,0.4443,0.5517,0.4483,-0.1876,0.4911,0.1415,industrial+trade,industrial,trade,china
e3ef24c9-4b68-4f93-99a5-272b80d53e33,FR101,FR10,,,0.6302,0.6302,0.8151,0.1849,-0.6673,0.6673,0.1663,0.8337,-0.0867,0.0867,0.4567,0.5433,-0.0413,0.4614,0.2717,trade+industrial,trade,industrial,china
ae0e726a-ff6e-444d-b4f5-08b82edc9fd6,FRL03,FRL0,,,-0.3672,0.4843,0.4082,0.5918,-0.3983,0.4807,0.329,0.671,0.7769,0.8751,0.8796,0.1204,0.0038,0.6134,0.2048,industrial+trade,industrial,trade,china
eafc56ca-683f-41f2-8559-48b5240eb2dd,FRK26,FRK2,,,0.3755,0.4539,0.62,0.38,-0.3308,0.4254,0.3526,0.6474,0.3691,0.9167,0.6245,0.3755,0.1379,0.5987,0.3723,trade+industrial,trade,industrial,china
e17cbf36-44ee-4d4c-9775-af8d98924488,FRJ13,FRJ1,,,0.114,0.114,0.557,0.443,-0.1499,0.1499,0.4251,0.5749,0.574,0.574,0.787,0.213,0.1794,0.2793,0.344,industrial+trade,industrial,trade,china
f5b5ac36-8eec-42aa-afe0-19486dae1824,FRL04,FRL0,,,0.395,0.4451,0.693,0.307,-0.2996,0.3045,0.3502,0.6498,0.4647,0.8675,0.6162,0.3838,0.1867,0.539,0.4298,industrial+trade,industrial,trade,china
04e5c36a-02b9-4237-8460-27ae227562de,FR103,FR10,,,0.0547,0.2015,0.5137,0.4863,-0.1776,0.1823,0.4556,0.5444,0.2385,0.6906,0.5596,0.4404,0.0385,0.3581,0.1466,industrial+trade,industrial,trade,china
45008dc6-ec79-4b81-92a2-2883bdda40ba,FRH01,FRH0,,,0.2687,0.2951,0.582,0.418,0.0976,0.171,0.5244,0.4756,0.9212,0.9702,0.9591,0.0409,0.4292,0.4788,0.595,industrial+trade,industrial,trade,china
241dfcff-dcca-4b19-a835-05d540b1f40d,FR101,FR10,,,0.1904,0.2445,0.5629,0.4371,-0.5264,0.6296,0.3698,0.6302,0.2245,0.5017,0.5764,0.4236,-0.0372,0.4586,0.2075,industrial+trade,industrial,trade,china
3b78f0d4-d700-4351-89f1-055a446843c5,FR101,FR10,,,0.4134,0.4205,0.7066,0.2934,-0.2796,0.3348,0.3895,0.6105,0.7778,0.8234,0.8874,0.1126,0.3039,0.5262,0.5956,industrial+trade,industrial,trade,china
bfa4e0bf-5659-40cd-bf4b-e5d37bd17d9d,FRE12,FRE1,,,0.3142,0.3142,0.6571,0.3429,-0.1576,0.1576,0.4212,0.5788,0.3622,0.3622,0.6811,0.3189,0.1729,0.278,0.3382,industrial+trade,industrial,trade,china
ee465060-76b1-4803-a96a-2b99d4cebe82,FRJ13,FRJ1,,,0.2274,0.2949,0.5949,0.4051,-0.4204,0.4959,0.2985,0.7015,0.6482,0.8175,0.7166,0.2834,0.1517,0.5361,0.4378,industrial+trade,industrial,trade,china
ca3358cf-de0d-4530-b143-822fbf500b28,FR106,FR10,,,-0.2015,0.2254,0.4012,0.5988,-0.3799,0.3833,0.3101,0.6899,0.1887,0.2146,0.5917,0.4083,-0.1309,0.2744,-0.0064,industrial+trade,industrial,trade,china
1b762079-43c2-4679-a95f-32746609728d,FR102,FR10,,,0.4613,0.4803,0.6153,0.3847,-0.6424,0.7675,0.249,0.751,-0.1626,0.2908,0.4593,0.5407,-0.1146,0.5129,0.1493,trade+industrial,trade,industrial,china
f05f18df-57f5-4178-913e-6396e935c794,FRJ23,FRJ2,,,0.0692,0.0692,0.5346,0.4654,-0.6101,0.6101,0.1949,0.8051,0.7337,0.7337,0.8668,0.1332,0.0643,0.471,0.4015,industrial+trade,industrial,trade,china
fae76ac7-ac77-4b8b-9c26-e57e0239fe98,FR106,FR10,,,0.5864,0.5864,0.7932,0.2068,-0.5395,0.5395,0.2302,0.7698,0.8837,0.8837,0.9419,0.0581,0.3102,0.6699,0.735,industrial+trade,industrial,trade,china
61da959c-cb52-427a-8b1b-e7a3a2821a15,FR101,FR10,,,0.295,0.295,0.6475,0.3525,-0.346,0.346,0.327,0.673,-0.021,0.021,0.4895,0.5105,-0.024,0.2207,0.137,trade+industrial,trade,industrial,china
1f06fd30-fc06-4fdd-945e-926eb972bacb,FR106,FR10,,,0.5476,0.5591,0.7737,0.2263,-0.3318,0.3419,0.3343,0.6657,0.6542,0.7181,0.8231,0.1769,0.29,0.5397,0.6009,industrial+trade,industrial,trade,china
c7c41940-53b0-482c-a560-0b867da323c0,FR102,FR10,,,0.0538,0.0602,0.5135,0.4865,-0.2928,0.3487,0.3652,0.6348,0.61,0.7131,0.7895,0.2105,0.1237,0.374,0.3319,industrial+trade,industrial,trade,china
94894a84-131a-4f6d-af74-20028bba2076,FR101,FR10,,,0.2577,0.3042,0.6207,0.3793,0.1913,0.3387,0.5478,0.4522,0.2413,0.2527,0.6204,0.3796,0.2301,0.2985,0.2495,trade+industrial,trade,industrial,china
ac20fcd1-edb8-40bd-8cec-0631cf43eb47,FR101,FR10,,,0.4061,0.4485,0.7001,0.2999,-0.6548,0.7704,0.1919,0.8081,0.7003,0.8108,0.7448,0.2552,0.1505,0.6766,0.5532,industrial+trade,industrial,trade,china
c5036e51-0f08-4046-a023-d1e752559f63,FR101,FR10,,,0.5557,0.6444,0.766,0.234,-0.5164,0.6035,0.2549,0.7451,0.8695,0.8869,0.9346,0.0654,0.3029,0.7116,0.7126,industrial+trade,industrial,trade,china
13ad3b24-8749-409d-a562-2c4ee37d36cf,FRI12,FRI1,,,0.5983,0.7993,0.7012,0.2988,-0.6274,0.9306,0.3201,0.6799,-0.0179,0.3455,0.4777,0.5223,-0.0157,0.6918,0.2902,trade+industrial,trade,industrial,china
9d12539b-f55e-4a06-bedc-da9928572f13,FR101,FR10,,,0.258,0.2816,0.5777,0.4223,-0.3473,0.3623,0.3267,0.6733,0.4404,0.5277,0.6747,0.3253,0.117,0.3905,0.3492,industrial+trade,industrial,trade,china
7890689f-62e6-475a-b93e-df5f9d7a1741,FRJ23,FRJ2,,,0.1356,0.1613,0.5626,0.4374,-0.6105,0.7364,0.2451,0.7549,0.1797,0.2069,0.5619,0.4381,-0.0984,0.3682,0.1577,industrial+trade,industrial,trade,china
fd65c171-0c6f-43f5-896f-17cd6c3dd882,FR101,FR10,,,0.2965,0.2965,0.6482,0.3518,-0.4715,0.4715,0.2643,0.7357,0.2255,0.2255,0.6128,0.3872,0.0168,0.3312,0.261,trade+industrial,trade,industrial,china
b658a39e-8faf-40eb-be44-328aaaeee489,FR101,FR10,,,0.4509,0.5932,0.6089,0.3911,-0.4651,0.5603,0.2745,0.7255,0.4222,0.5488,0.6661,0.3339,0.136,0.5674,0.4366,trade+industrial,trade,industrial,china
3afea929-1823-4453-bb15-708aed464ced,FRJ13,FRJ1,,,0.5748,0.6442,0.7816,0.2184,-0.6185,0.6254,0.1908,0.8092,0.6542,0.7466,0.8172,0.1828,0.2035,0.6721,0.6145,industrial+trade,industrial,trade,china
91291002-d57e-4d42-a16b-19d2deabf453,FRH01,FRH0,,,0.1527,0.1751,0.5382,0.4618,-0.3497,0.4818,0.4126,0.5874,0.8619,0.9489,0.9253,0.0747,0.2216,0.5353,0.5073,industrial+trade,industrial,trade,china
12b7aef0-f04c-40c3-86f3-58987a507635,FR101,FR10,,,0.4502,0.5417,0.6999,0.3001,-0.6608,0.7953,0.2069,0.7931,0.816,0.8384,0.9077,0.0923,0.2018,0.7251,0.6331,industrial+trade,industrial,trade,china
347811e4-8e25-4d19-9f5e-dc349129f85d,FRB05,FRB0,,,0.2577,0.2577,0.6289,0.3711,-0.3395,0.3395,0.3303,0.6697,0.9652,0.9652,0.9826,0.0174,0.2945,0.5208,0.6114,industrial+trade,industrial,trade,china
a66d5fa1-242d-4957-9f38-78cd0251365b,FRI12,FRI1,,,-0.0774,0.0774,0.4613,0.5387,-0.09,0.09,0.455,0.545,-0.1957,0.1957,0.4022,0.5978,-0.121,0.121,-0.0837,trade+china,trade,china,industrial
bcfa0603-12a0-4c5e-b696-d00cd97e70be,FR101,FR10,,,0.1574,0.1574,0.5787,0.4213,-0.4138,0.4138,0.2931,0.7069,0.2622,0.2622,0.6311,0.3689,0.0019,0.2778,0.2098,industrial+trade,industrial,trade,china
79b4d6fd-cc3b-487d-a548-7bb08cb3f07b,FR101,FR10,,,0.5351,0.593,0.7634,0.2366,-0.767,0.8847,0.2347,0.7653,0.8238,0.8333,0.9118,0.0882,0.1973,0.7703,0.6794,industrial+trade,industrial,trade,china
f122d086-1fcd-4c76-b227-3513c6dc3b76,FR101,FR10,,,0.4576,0.529,0.6144,0.3856,-0.4158,0.4803,0.3003,0.6997,0.4315,0.5077,0.703,0.297,0.1578,0.5057,0.4446,trade+industrial,trade,industrial,china
27fdcdc0-03d8-4088-86d8-07a27a3fae53,FRG01,FRG0,,,0.4438,0.4526,0.7218,0.2782,-0.3908,0.4444,0.3101,0.6899,0.3307,0.3944,0.6517,0.3483,0.1279,0.4305,0.3872,trade+industrial,trade,industrial,china
586d1e61-fb97-4d85-a883-494ef6515531,FRJ23,FRJ2,,,-0.3285,0.3285,0.3357,0.6643,-0.1906,0.1906,0.4047,0.5953,0.7284,0.7284,0.8642,0.1358,0.0698,0.4158,0.2689,industrial+china,industrial,china,trade
69d246ea-570d-4b7f-a699-bd1b273402c1,FR106,FR10,,,0.6211,0.7697,0.6671,0.3329,-0.5127,0.6685,0.2645,0.7355,0.8667,0.987,0.8917,0.1083,0.325,0.8084,0.7439,industrial+trade,industrial,trade,china
7ec068ec-a2c1-4679-b325-fc63a4c276f5,FRK24,FRK2,,,0.4029,0.4749,0.6491,0.3509,-0.3712,0.4402,0.3595,0.6405,0.3455,0.3468,0.6728,0.3272,0.1257,0.4206,0.3742,trade+industrial,trade,industrial,china
b538cf86-e3a3-4119-a92a-439775397921,FR101,FR10,,,0.1817,0.2316,0.5845,0.4155,-0.5856,0.667,0.2251,0.7749,0.1614,0.8517,0.6045,0.3955,-0.0808,0.5834,0.1715,trade+industrial,trade,industrial,china
135a354e-f509-449a-980d-12c4d176f718,FR101,FR10,,,-0.3053,0.6131,0.4586,0.5414,-0.6961,0.9234,0.2634,0.7366,0.5583,0.8595,0.6612,0.3388,-0.1477,0.7987,0.1265,industrial+trade,industrial,trade,china
48f895a4-aa98-4c77-b303-25f0285af556,FR101,FR10,,,0.1816,0.1816,0.5908,0.4092,-0.4713,0.4713,0.2644,0.7356,0.6045,0.6045,0.8022,0.1978,0.1049,0.4191,0.3931,industrial+trade,industrial,trade,china
ed0ee085-17c9-49d3-b470-98a37c83c2af,FRI12,FRI1,,,0.1238,0.2041,0.5309,0.4691,-0.3141,0.4444,0.4215,0.5785,0.3708,0.4293,0.6777,0.3223,0.0602,0.3593,0.2473,industrial+trade,industrial,trade,china
f396ca92-164b-4e2d-8d7b-ba19f68deff9,FRC24,FRC2,,,0.2461,0.2461,0.623,0.377,-0.2892,0.2892,0.3554,0.6446,0.5638,0.5638,0.7819,0.2181,0.1736,0.3664,0.4049,industrial+trade,industrial,trade,china
1e484334-7d96-41d2-a7cb-698d0d96230c,FRL04,FRL0,,,0.3232,0.4272,0.6325,0.3675,-0.3565,0.4341,0.4225,0.5775,0.5442,0.557,0.7719,0.2281,0.1703,0.4728,0.4337,industrial+trade,industrial,trade,china
c25dcb2c-252c-4060-8c29-869e89e0726b,FR101,FR10,,,0.4681,0.4681,0.734,0.266,-0.4896,0.4896,0.2552,0.7448,0.883,0.883,0.9415,0.0585,0.2872,0.6136,0.6755,industrial+trade,industrial,trade,china
1f1683d5-4134-4d04-80c8-cd75ee752b51,FRL04,FRL0,,,0.2831,0.2831,0.6415,0.3585,-0.8442,0.8442,0.0779,0.9221,0.8528,0.8528,0.9264,0.0736,0.0972,0.66,0.5679,industrial+trade,industrial,trade,china
6c5f1410-518a-4ed1-893c-c7b8db41b67b,FRB05,FRB0,,,0.2063,0.2834,0.5618,0.4382,-0.2303,0.2809,0.3888,0.6112,0.723,0.7677,0.8607,0.1393,0.233,0.444,0.4646,industrial+trade,industrial,trade,china
b0d2672a-b844-42a9-b59a-106f34a1ec65,FR101,FR10,,,0.1227,0.1564,0.5307,0.4693,-0.0158,0.019,0.4934,0.5066,0.2484,0.2956,0.6146,0.3854,0.1184,0.157,0.1856,industrial+trade,industrial,trade,china
1a8e54d3-ba32-4be2-9489-813498f4dcb0,FR101,FR10,,,-0.1555,0.2586,0.4611,0.5389,-0.5212,0.5778,0.2435,0.7565,0.4538,0.5471,0.6987,0.3013,-0.0743,0.4612,0.1492,industrial+trade,industrial,trade,china
81d1ad93-aa63-4ca5-b9a5-f9a1b3171bf6,FRJ13,FRJ1,,,-0.0466,0.1012,0.4884,0.5116,-0.1857,0.2204,0.4294,0.5706,0.5568,0.613,0.7747,0.2253,0.1082,0.3115,0.2551,industrial+trade,industrial,trade,china
71896fcb-8fcc-48e9-ae4f-33ad1a32b511,FR101,FR10,,,0.1969,0.1969,0.5984,0.4016,-0.2008,0.2008,0.3996,0.6004,0.9247,0.9247,0.9623,0.0377,0.3069,0.4408,0.5608,industrial+trade,industrial,trade,china
64c72ef5-aa1f-4f1c-9aa5-0d1e90dc21f0,FR106,FR10,,,0.8745,0.8745,0.9372,0.0628,-0.7921,0.7921,0.1039,0.8961,0.6381,0.6381,0.819,0.181,0.2402,0.7682,0.7563,trade+industrial,trade,industrial,china
c3fb1ad0-7436-4837-b29e-a1893fa8f217,FR101,FR10,,,0.4008,0.5142,0.6741,0.3259,-0.654,0.7639,0.2457,0.7543,0.8294,0.8541,0.9144,0.0856,0.1921,0.7107,0.6151,industrial+trade,industrial,trade,china
8a9a76e5-d99d-4c60-b895-ba91df26d207,FR103,FR10,,,0.5297,0.6489,0.7316,0.2684,-0.3958,0.5277,0.3281,0.6719,0.1853,0.6739,0.5971,0.4029,0.1064,0.6168,0.3575,trade+industrial,trade,industrial,china
c638d385-9c38-444e-84c9-98c4a9268274,FRK26,FRK2,,,-0.2043,0.2595,0.4229,0.5771,-0.4055,0.4339,0.3,0.7,0.6872,0.7163,0.843,0.157,0.0258,0.4699,0.2414,industrial+trade,industrial,trade,china
5868c43c-2b2e-480d-aabc-3125d3b03b3f,FRI12,FRI1,,,0.4388,0.5442,0.6315,0.3685,-0.6301,0.8324,0.2155,0.7845,0.6672,0.8311,0.8187,0.1813,0.1586,0.7359,0.553,industrial+trade,industrial,trade,china
196c6142-0100-445e-8593-05e37401299a,FRG01,FRG0,,,0.208,0.3575,0.5649,0.4351,-0.1571,0.1806,0.4341,0.5659,0.6273,0.6937,0.7332,0.2668,0.2261,0.4106,0.4176,industrial+trade,industrial,trade,china
2dcbe6e4-9b4c-4959-98b3-66014a0421f4,FRK26,FRK2,,,0.0983,0.3072,0.541,0.459,-0.2935,0.3885,0.3679,0.6321,0.8346,0.8678,0.778,0.222,0.2131,0.5212,0.4664,industrial+trade,industrial,trade,china
e2530cc1-7e68-49bd-9114-4bb236538850,FRJ23,FRJ2,,,0.0434,0.0434,0.5217,0.4783,-0.3706,0.3706,0.3147,0.6853,0.5224,0.5224,0.7612,0.2388,0.0651,0.3121,0.2829,industrial+trade,industrial,trade,china
8ef957c8-e7b0-4763-9e32-595e513a9f0b,FR101,FR10,,,-0.077,0.1307,0.4807,0.5193,-0.4593,0.4989,0.2724,0.7276,0.8352,0.9018,0.9144,0.0856,0.0996,0.5105,0.3791,industrial+trade,industrial,trade,china
acfe70b8-655f-4a78-ab88-046b51fea71f,FR101,FR10,,,-0.3428,0.3706,0.33,0.67,-0.5389,0.6043,0.2361,0.7639,0.633,0.7605,0.755,0.245,-0.0829,0.5785,0.1451,industrial+trade,industrial,trade,china
c3825d1c-0c39-4e55-bf2b-7fb596551881,FRJ13,FRJ1,,,0.058,0.058,0.529,0.471,0.2097,0.2097,0.6049,0.3951,0.5814,0.5814,0.7907,0.2093,0.283,0.283,0.3956,industrial+china,industrial,china,trade
aab0f67e-4133-482d-aa0c-06ea43540f7b,FR101,FR10,,,-0.2236,0.2396,0.4354,0.5646,-0.1272,0.2269,0.4682,0.5318,0.4892,0.5083,0.7442,0.2558,0.0461,0.3249,0.181,industrial+china,industrial,china,trade
da29919d-eea2-445e-a203-b27888f2be9a,FRL04,FRL0,,,0.3244,0.4269,0.6225,0.3775,-0.2322,0.2773,0.3869,0.6131,0.421,0.5058,0.6267,0.3733,0.1711,0.4033,0.3727,industrial+trade,industrial,trade,china
19f6f5df-43d2-4607-803d-333fbdf3691d,FRI12,FRI1,,,-0.0405,0.0405,0.4797,0.5203,-0.387,0.387,0.3065,0.6935,0.7104,0.7104,0.8552,0.1448,0.0943,0.3793,0.335,industrial+trade,industrial,trade,china
9108f5a1-2d5e-4b56-ba1a-05b8befa9476,FRK26,FRK2,,,0.2538,0.2538,0.6269,0.3731,-0.1823,0.1823,0.4089,0.5911,0.2889,0.2889,0.6444,0.3556,0.1201,0.2417,0.2713,industrial+trade,industrial,trade,china
22961021-2a3d-4df1-8a21-eca511e6bd97,FR101,FR10,,,0.385,0.3989,0.6922,0.3078,-0.3399,0.3535,0.3303,0.6697,0.4867,0.5868,0.7019,0.2981,0.1773,0.4464,0.4358,industrial+trade,industrial,trade,china
58f0f042-d638-4b0e-b757-a59ab9790c8c,FR101,FR10,,,0.417,0.417,0.7085,0.2915,0.2262,0.2262,0.6131,0.3869,0.8645,0.8645,0.9323,0.0677,0.5026,0.5026,0.6408,industrial+trade,industrial,trade,china
e660fac3-a90c-46ea-947c-439152f0eebd,FRG01,FRG0,,,0.4043,0.4507,0.6279,0.3721,-0.1482,0.1617,0.4267,0.5733,0.4448,0.4982,0.7179,0.2821,0.2336,0.3702,0.4246,industrial+trade,industrial,trade,china
7e2f8540-c030-483c-a625-2b534b26149a,FR101,FR10,,,-0.2209,0.2792,0.4448,0.5552,-0.4072,0.4827,0.3461,0.6539,0.7006,0.7489,0.7012,0.2988,0.0242,0.5036,0.2398,industrial+trade,industrial,trade,china
a16bf867-ee8f-4586-8020-18a8dd793236,FR101,FR10,,,0.2507,0.3404,0.5957,0.4043,-0.3235,0.3301,0.3383,0.6617,0.3988,0.5195,0.6261,0.3739,0.1087,0.3967,0.3248,industrial+trade,industrial,trade,china
4d6a7317-3a42-47b6-a9f7-74eda57a6264,FRG01,FRG0,,,0.3201,0.3201,0.6601,0.3399,-0.4938,0.4938,0.2531,0.7469,-0.3195,0.3195,0.3403,0.6597,-0.1644,0.3778,0.0003,trade+industrial,trade,industrial,china
b0b6893d-b7b4-41c1-9905-e93818b3a8c6,FRI12,FRI1,,,0.255,0.255,0.6275,0.3725,-0.6708,0.6708,0.1646,0.8354,0.7894,0.7894,0.8947,0.1053,0.1245,0.5717,0.5222,industrial+trade,industrial,trade,china
462e2f04-5368-44b0-9bc5-61e37746baa6,FR101,FR10,,,0.3795,0.4652,0.6297,0.3703,-0.6354,0.7929,0.2326,0.7674,0.7321,0.7938,0.7878,0.2122,0.1587,0.684,0.5558,industrial+trade,industrial,trade,china
640d5d90-08f6-4b9f-bb64-aff7eac3ff04,FR101,FR10,,,0.0841,0.1407,0.521,0.479,-0.1746,0.2099,0.4294,0.5706,0.5106,0.5636,0.7517,0.2483,0.14,0.3047,0.2974,industrial+trade,industrial,trade,china
a8d63b0b-8303-49b1-bd8b-c8003a389a65,FRG01,FRG0,,,0.257,0.2942,0.6243,0.3757,-0.1319,0.1421,0.4345,0.5655,0.7185,0.8066,0.8517,0.1483,0.2812,0.4143,0.4878,industrial+trade,industrial,trade,china
22ff5294-a591-41de-af41-76d6b62de5b3,FRE12,FRE1,,,0.3222,0.3886,0.6402,0.3598,0.0451,0.1521,0.5113,0.4887,0.8155,0.9613,0.8827,0.1173,0.3943,0.5007,0.5688,industrial+trade,industrial,trade,china
5d5130c7-a6e3-41af-9603-5ebe1d5d233d,FRH01,FRH0,,,-0.029,0.029,0.4855,0.5145,-0.6843,0.6843,0.1578,0.8422,-0.602,0.602,0.199,0.801,-0.4384,0.4384,-0.3155,trade+industrial,trade,industrial,china
91b54e6b-ae29-431d-953a-cc468278f1c9,FR101,FR10,,,0.5534,0.6792,0.7663,0.2337,-0.1575,0.5402,0.4209,0.5791,0.2471,0.2876,0.58,0.42,0.2143,0.5023,0.4002,trade+industrial,trade,industrial,china
4d3522b4-369e-4e53-a3af-25e6994e8c61,FR101,FR10,,,0.1263,0.1699,0.5446,0.4554,-0.1113,0.1269,0.4567,0.5433,0.5055,0.5806,0.7478,0.2522,0.1735,0.2925,0.3159,industrial+trade,industrial,trade,china
6e016906-7688-4f76-8b54-40023e9ac85d,FRH01,FRH0,,,0.492,0.6088,0.7191,0.2809,-0.6797,0.7668,0.234,0.766,0.9297,0.9764,0.9639,0.0361,0.2473,0.784,0.7108,industrial+trade,industrial,trade,china
0dfa55e5-393e-4575-8729-534425b0b158,FRH01,FRH0,,,0.1357,0.5037,0.503,0.497,0.0297,0.137,0.5173,0.4827,0.776,0.8748,0.8676,0.1324,0.3138,0.5052,0.4558,industrial+trade,industrial,trade,china
26789855-3298-4835-8bac-05c1f8ff8908,FRH01,FRH0,,,0.6815,0.7779,0.6704,0.3296,-0.9914,0.9969,0.0043,0.9957,0.3688,0.4419,0.6464,0.3536,0.0196,0.7389,0.5252,trade+industrial,trade,industrial,china
eb238429-0b3a-44cb-a8d1-9873d826d43f,FRB05,FRB0,,,0.0031,0.0206,0.5008,0.4992,-0.1911,0.2053,0.4445,0.5555,0.8975,0.9397,0.9477,0.0523,0.2365,0.3885,0.4503,industrial+trade,industrial,trade,china
71651041-481e-4075-836b-8e81599bb043,FR101,FR10,,,0.3057,0.3884,0.6376,0.3624,-0.2679,0.6984,0.4497,0.5503,0.7729,0.9421,0.7347,0.2653,0.2702,0.6763,0.5393,industrial+trade,industrial,trade,china
b3ceb302-a07f-40d4-8e2f-551b91f3bccf,FR101,FR10,,,0.5348,0.59,0.7637,0.2363,-0.4752,0.5567,0.3277,0.6723,0.1856,0.1985,0.5923,0.4077,0.0817,0.4484,0.3602,trade+industrial,trade,industrial,china
67ead15f-cb83-4a49-b6fb-efdb997e2b74,FR101,FR10,,,-0.0908,0.1012,0.4713,0.5287,-0.2651,0.3182,0.3806,0.6194,0.2759,0.2898,0.6376,0.3624,-0.0267,0.2364,0.0925,industrial+trade,industrial,trade,china
